b0,b1,b2,b3,b4,b5,b6,b7
23,DA,1F,48,7E,64,50,10
82,7A,00,00,7E,64,50,10
F2,DB,1F,48,7E,64,52,10
EC,9B,9F,7E,FC,E5,17,3D
82,7B,3E,01,00,00,00,00
58,DC,1F,48,7E,64,4C,10
82,7C,3E,01,DC,24,00,00
73,DD,1F,48,7E,64,48,10
82,7D,00,00,00,00,F4,04
DD,DE,1F,48,7E,64,4A,10
2D,DF,1F,88,7E,64,4E,10
6C,9F,5F,7E,FC,E9,17,3D
A5,90,5F,7E,FC,E9,17,3D
81,D0,1F,88,7E,64,58,10
82,70,00,01,00,01,00,00
F4,D1,1F,48,7E,64,54,10
C0,D2,1F,48,7E,64,40,10
AE,D3,1F,88,7E,64,34,10
D8,93,5F,7E,FC,E9,17,3D
E2,94,5F,7E,FC,E9,17,3D
8E,D4,1F,88,7E,64,2E,10
4C,D5,1F,88,7E,64,32,10
82,75,43,01,00,00,00,00
7C,D6,1F,88,7E,64,32,10
82,76,43,01,E6,00,02,00
A8,97,9F,7E,FC,E9,17,3D
05,D7,1F,88,7E,64,38,10
73,D8,1F,88,7E,64,36,10
E5,98,9F,7E,FC,E9,17,3D
35,99,9F,7E,FC,E9,17,3D
1D,D9,1F,88,7E,64,34,10
82,79,BC,01,00,00,00,00
82,7B,00,00,8D,0F,74,7A
FE,9C,9F,7E,FD,E5,17,3D
80,DC,1F,48,7E,64,58,10
82,7C,00,00,FE,F7,07,00
C7,DD,1F,48,7E,64,56,10
0E,9D,9F,7E,FD,E5,17,3D
85,9E,9F,7E,FD,E5,17,3D
05,DE,1F,48,7E,64,5E,10
85,DF,1F,48,7E,64,6E,10
5B,9F,9F,7E,FD,E5,17,3D
92,90,9F,7E,FD,E5,17,3D
7D,D0,1F,48,7E,64,76,10
23,D1,1F,48,7E,64,70,10
82,71,00,00,52,03,BD,01
CF,D2,1F,48,7E,64,70,10
EF,D3,3F,48,7E,64,7E,10
D3,D4,1F,48,7E,64,8A,10
82,74,C1,01,00,00,5E,FF
A5,D5,1F,48,7E,64,88,10
0E,D6,3F,48,7E,64,88,10
6B,D7,3F,48,7E,64,80,10
CB,98,1F,7E,FD,E5,17,3D
71,D8,3F,48,7E,64,84,10
3B,D9,3F,48,7E,64,80,10
1B,99,1F,7E,FD,E5,17,3D
1D,9A,1F,7E,FD,E5,17,3D
6F,DA,3F,48,7E,64,74,10
82,7A,38,01,00,20,00,5A
73,9B,1F,7E,FD,E5,17,3D
2E,DB,3F,48,7E,64,6E,10
84,DC,3F,48,7E,64,70,10
23,DD,3F,48,7E,64,6E,10
25,DE,3F,48,7E,64,70,10
AA,DF,3F,48,7E,64,70,10
09,D0,3F,48,7E,64,56,10
5A,D1,3F,88,7E,64,3E,10
2D,91,5F,7E,FC,E9,17,3D
59,92,5F,7E,FC,E9,17,3D
38,D2,3F,88,7E,64,46,10
82,71,00,00,7E,64,46,10
D7,D4,1F,48,7E,64,4E,10
82,73,FD,01,7E,64,4E,10
43,D5,1F,48,7E,64,3E,10
03,95,9F,7E,FC,E5,17,3D
82,74,00,00,FC,E5,17,3D
10,D6,1F,88,7E,64,38,10
82,75,00,00,F0,BB,80,89
B3,D7,1F,88,7E,64,44,10
91,D8,1F,88,7E,64,44,10
DB,D9,1F,88,7E,64,40,10
F4,DA,1F,88,7E,64,48,10
33,9A,9F,7E,FC,E9,17,3D
B5,DB,1F,88,7E,64,52,10
5D,9B,9F,7E,FC,E9,17,3D
C8,DC,1F,48,7E,64,54,10
93,DD,1F,48,7E,64,58,10
82,7E,00,00,82,03,00,00
81,D0,1F,48,7E,64,64,10
82,71,FE,01,00,00,00,00
82,73,00,00,FE,00,00,04
79,D5,1F,48,7E,64,58,10
AE,95,9F,7E,FD,E5,17,3D
49,D6,1F,48,7E,64,58,10
3D,96,9F,7E,FD,E5,17,3D
30,D7,1F,48,7E,64,52,10
B4,97,9F,7E,FD,E5,17,3D
82,76,00,00,0F,00,7A,3F
82,77,00,00,8D,0F,74,7A
55,D9,1F,88,7E,64,38,10
1F,DB,1F,88,7E,64,2C,10
82,7A,40,01,00,00,00,00
1D,DC,1F,88,7E,64,2E,10
82,7B,40,01,00,00,00,00
7E,DD,1F,88,7E,64,26,10
E8,DE,1F,88,7E,64,20,10
7B,DF,1F,88,7E,64,22,10
82,7E,BF,01,00,00,00,C0
F3,D0,1F,88,7E,64,32,10
82,7F,BF,01,FF,00,00,02
E5,D1,1F,88,7E,64,38,10
2D,D2,1F,88,7E,64,3E,10
50,D3,1F,88,7E,64,44,10
5E,93,9F,7E,FD,E9,17,3D
82,72,37,01,00,00,00,00
64,94,9F,7E,FD,E9,17,3D
8C,D4,1F,88,7E,64,4C,10
1F,95,9F,7E,FD,E9,17,3D
1A,D5,1F,88,7E,64,5E,10
82,74,00,00,0A,04,0E,04
46,D6,1F,48,7E,64,68,10
39,D8,1F,48,7E,64,64,10
9E,DB,1F,48,7E,64,58,10
A4,DC,1F,48,7E,64,5E,10
82,7C,7E,01,FD,E5,17,3D
96,DF,1F,48,7E,64,5C,10
82,7D,00,00,7E,64,5C,10
82,7E,00,00,F0,BB,80,89
E7,D1,1F,48,7E,64,66,10
82,7F,31,01,00,13,00,00
33,D2,1F,48,7E,64,62,10
82,70,31,01,01,4A,01,00
D3,D3,1F,48,7E,64,52,10
A8,D4,1F,88,7E,64,4A,10
8A,D5,1F,88,7E,64,46,10
99,95,5F,7E,FC,E9,17,3D
82,73,43,01,91,00,00,00
28,D6,1F,88,7E,64,3C,10
82,74,43,01,00,00,00,00
21,D7,1F,88,7E,64,3E,10
03,D8,1F,88,7E,64,3E,10
49,D9,1F,88,7E,64,3A,10
82,77,BC,01,00,00,00,00
FA,AA,9F,7E,FC,E9,17,3D
5E,DA,1F,88,7E,64,36,10
82,78,BC,01,00,00,00,00
C7,DB,1F,88,7E,64,38,10
94,AB,9F,7E,FC,E9,17,3D
82,79,00,00,02,00,00,30
B7,DC,1F,88,7E,64,50,10
2B,AC,9F,7E,FC,E9,17,3D
C7,AD,9F,7E,FD,E5,17,3D
4C,AE,9F,7E,FD,E5,17,3D
95,DE,1F,48,7E,64,46,10
31,DF,1F,88,7E,64,4C,10
A5,AF,5F,7E,FC,E9,17,3D
08,90,5F,7E,FD,E9,17,3D
59,D0,1F,88,7E,64,4C,10
82,7E,00,00,0C,81,20,00
53,D1,1F,88,7E,64,44,10
AB,91,9F,7E,FD,E9,17,3D
82,7F,00,00,07,10,01,98
BB,A2,9F,7E,FC,E9,17,3D
82,70,00,00,FE,47,03,00
11,A3,5F,7E,FC,E9,17,3D
4C,D3,1F,88,7E,64,46,10
A2,A4,9F,7E,FD,E9,27,3D
FC,D4,1F,88,7E,64,44,10
AE,D5,1F,88,7E,64,40,10
74,A5,9F,7E,FC,E9,27,3D
56,A6,9F,7E,FC,E5,27,3D
B5,D6,1F,48,7E,64,4A,10
78,D7,1F,48,7E,64,5E,10
72,A7,9F,7E,FD,E5,27,3D
3F,A8,9F,7E,FD,E5,27,3D
82,76,7F,01,00,00,3E,00
DF,D9,3F,48,7E,64,54,10
EF,A9,9F,7E,FD,E5,27,3D
C2,AA,5F,7E,FD,E5,27,3D
44,DA,3F,48,7E,64,42,10
23,DB,3F,48,7E,64,3C,10
01,AB,5F,7E,FC,E5,27,3D
BE,AC,5F,7E,FC,E5,27,3D
89,DC,3F,48,7E,64,22,10
82,7A,30,01,FF,00,00,02
FF,AD,5F,7E,FC,E9,27,3D
C5,DD,1F,88,7E,64,08,10
25,DE,1F,88,7E,64,F8,0F
74,AE,5F,7E,FC,E9,27,3D
82,7C,00,00,00,01,FE,3F
0B,AF,9F,7E,FC,ED,27,3D
DF,DF,1F,C8,7E,64,F4,0F
31,D1,1F,C8,7E,64,E6,0F
4A,A1,9F,7E,FC,ED,27,3D
82,7F,03,01,00,00,00,00
3E,A2,9F,7E,FC,ED,27,3D
86,D2,1F,C8,7E,64,D8,0F
3D,D3,1F,C8,7E,64,D6,0F
BF,A3,9F,7E,FC,ED,27,3D
82,71,00,00,00,13,00,00
9C,A4,DF,7E,FC,ED,27,3D
B5,D4,1F,C8,7E,64,D0,0F
E7,A5,DF,7E,FC,ED,27,3D
DF,D5,1F,C8,7E,64,D0,0F
B3,A6,DF,7E,FC,F1,27,3D
05,D6,1F,08,7F,64,D0,0F
3A,A7,DF,7E,FC,F1,27,3D
0C,D7,1F,08,7F,64,D2,0F
82,75,00,00,00,08,FF,01
32,D8,1F,08,7F,64,D0,0F
77,A8,DF,7E,FC,F1,27,3D
CC,D9,1F,08,7F,64,CA,0F
D8,A9,1F,7F,FC,F1,27,3D
82,76,32,01,FC,F1,27,3D
19,AA,1F,7F,FC,ED,27,3D
73,DA,1F,08,7F,64,DA,0F
82,77,32,01,7F,64,DA,0F
0F,DB,1F,C8,7E,64,E4,0F
77,AB,1F,7F,FC,ED,27,3D
C8,AC,1F,7F,FC,ED,27,3D
11,DC,1F,C8,7E,64,E4,0F
4A,DD,1F,C8,7E,64,E8,0F
47,AD,DF,7E,FC,ED,27,3D
CC,AE,DF,7E,FC,ED,27,3D
DC,DE,1F,C8,7E,64,EE,0F
82,7B,80,01,DC,24,00,00
BF,AF,DF,7E,FD,ED,27,3D
91,DF,1F,C8,7E,64,06,10
A8,D0,1F,88,7E,64,0C,10
FC,A0,DF,7E,FD,E9,27,3D
74,A1,DF,7E,FD,E9,27,3D
A4,D1,1F,88,7E,64,FA,0F
82,7E,7F,01,00,00,00,00
19,A2,9F,7E,FD,E9,27,3D
70,D2,1F,88,7E,64,FE,0F
82,7F,7F,01,00,00,00,00
85,D3,1F,88,7E,64,02,10
98,A3,9F,7E,FD,E9,27,3D
11,D4,1F,88,7E,64,06,10
D9,A5,9F,7E,FD,E9,27,3D
43,D5,1F,88,7E,64,02,10
82,72,33,01,82,06,00,00
4A,A6,9F,7E,FD,E9,27,3D
51,D6,1F,88,7E,64,FA,0F
82,73,33,01,E6,00,02,00
09,D7,1F,C8,7E,64,F2,0F
49,A7,9F,7E,FD,ED,27,3D
82,74,00,00,02,00,00,30
60,A9,DF,7E,FC,ED,27,3D
29,D9,1F,C8,7E,64,FA,0F
CB,AA,DF,7E,FD,ED,27,3D
4E,DA,1F,C8,7E,64,FE,0F
A5,AB,DF,7E,FD,ED,27,3D
85,DB,1F,C8,7E,64,00,10
81,DC,1F,C8,7E,64,FC,0F
1A,AC,DF,7E,FD,ED,27,3D
EA,AD,DF,7E,FD,ED,27,3D
82,7A,00,00,00,00,3C,40
CF,DE,1F,C8,7E,64,DC,0F
82,7B,00,00,46,46,39,4A
12,AF,DF,7E,FC,ED,27,3D
64,DF,1F,C8,7E,64,DA,0F
82,7C,7C,01,00,00,CA,00
DB,A0,DF,7E,FC,ED,27,3D
0C,D0,1F,C8,7E,64,DA,0F
53,A1,DF,7E,FC,ED,27,3D
76,D1,1F,C8,7E,64,DA,0F
27,A2,DF,7E,FC,ED,27,3D
CE,D2,1F,C8,7E,64,D4,0F
B1,D3,1F,C8,7E,64,CC,0F
A6,A3,DF,7E,FC,ED,27,3D
1D,D4,1F,C8,7E,64,CC,0F
82,71,41,01,00,00,35,00
98,A5,1F,7F,FC,ED,27,3D
E7,D5,1F,C8,7E,64,D4,0F
D8,D6,1F,C8,7E,64,E4,0F
0B,A6,1F,7F,FC,ED,27,3D
99,D7,1F,C8,7E,64,EA,0F
50,A7,DF,7E,FD,ED,27,3D
EF,D8,1F,C8,7E,64,E4,0F
BF,B8,DF,7E,FD,ED,27,3D
B6,D9,1F,C8,7E,64,D2,0F
6F,B9,DF,7E,FD,ED,27,3D
82,76,81,01,00,00,00,00
C4,BA,DF,7E,FC,ED,27,3D
F5,DA,1F,C8,7E,64,D0,0F
82,77,00,00,00,01,FE,3F
54,DB,1F,C8,7E,64,DA,0F
AA,BB,DF,7E,FC,ED,27,3D
15,BC,DF,7E,FC,ED,27,3D
72,DC,1F,C8,7E,64,DE,0F
82,79,7E,01,00,20,00,5A
7D,DD,1F,C8,7E,64,DC,0F
48,BD,DF,7E,FD,ED,27,3D
6E,BE,DF,7E,FC,ED,27,3D
A3,DE,1F,C8,7E,64,D6,0F
B0,BF,DF,7E,FC,ED,27,3D
2C,DF,1F,C8,7E,64,D6,0F
82,7C,00,00,00,00,CB,00
79,B0,DF,7E,FC,ED,27,3D
09,D1,1F,C8,7E,64,E2,0F
F1,B1,DF,7E,FC,ED,27,3D
28,B2,DF,7E,FD,ED,27,3D
89,D2,1F,C8,7E,64,E8,0F
7A,D3,1F,C8,7E,64,EA,0F
A9,B3,DF,7E,FD,ED,27,3D
82,7F,00,00,FD,ED,27,3D
93,B4,DF,7E,FD,ED,27,3D
D6,D4,1F,C8,7E,64,EA,0F
82,70,00,00,7E,64,EA,0F
98,D5,1F,C8,7E,64,EC,0F
E8,B5,DF,7E,FD,ED,27,3D
82,71,03,01,FD,ED,27,3D
7B,B6,DF,7E,FD,ED,27,3D
00,D6,1F,C8,7E,64,F0,0F
82,72,03,01,7E,64,F0,0F
F2,B7,DF,7E,FD,ED,27,3D
82,73,00,00,00,00,E2,04
0F,D8,1F,C8,7E,64,F4,0F
82,74,00,00,C8,80,0C,80
11,D9,1F,C8,7E,64,FE,0F
69,BA,DF,7E,FD,ED,27,3D
38,DA,1F,C8,7E,64,08,10
82,76,FC,01,00,00,00,00
A1,DB,1F,C8,7E,64,06,10
07,BB,DF,7E,FD,ED,27,3D
B8,BC,DF,7E,FD,ED,27,3D
9B,DC,1F,C8,7E,64,00,10
8E,DD,1F,C8,7E,64,FE,0F
82,79,20,01,00,00,CD,01
B3,DF,1F,C8,7E,64,FE,0F
1D,BF,DF,7E,FD,ED,27,3D
D4,B0,DF,7E,FD,ED,27,3D
93,D0,1F,C8,7E,64,F2,0F
F5,D1,1F,C8,7E,64,F0,0F
5C,B1,DF,7E,FD,ED,27,3D
21,D2,1F,C8,7E,64,F4,0F
85,B2,DF,7E,FC,ED,27,3D
82,7E,00,00,00,28,00,20
D2,D3,1F,C8,7E,64,F6,0F
82,7F,C3,01,02,00,00,30
EE,D4,1F,C8,7E,64,EE,0F
82,70,C3,01,E6,00,02,00
08,D5,1F,C8,7E,64,F4,0F
45,B5,DF,7E,FC,ED,27,3D
6C,D6,1F,C8,7E,64,FA,0F
82,72,00,00,FE,00,00,04
31,D7,1F,C8,7E,64,F6,0F
82,73,3C,01,00,00,00,00
83,D8,1F,C8,7E,64,EE,0F
59,D9,1F,C8,7E,64,F2,0F
C2,B9,DF,7E,FC,ED,27,3D
9F,DB,1F,C8,7E,64,FC,0F
0D,DC,1F,C8,7E,64,E6,0F
E5,BD,DF,7E,FC,ED,27,3D
26,DD,1F,C8,7E,64,E2,0F
C0,DE,1F,C8,7E,64,EC,0F
FB,DF,1F,C8,7E,64,F2,0F
82,7B,00,00,C1,00,00,00
D1,D1,1F,C8,7E,64,F6,0F
3D,D2,1F,C8,7E,64,F6,0F
82,7E,C2,01,FF,00,00,02
9A,D3,1F,C8,7E,64,FA,0F
2C,D4,1F,C8,7E,64,06,10
46,D5,1F,C8,7E,64,06,10
82,71,3D,01,00,00,00,00
4E,D6,1F,C8,7E,64,02,10
65,D7,1F,C8,7E,64,F8,0F
9F,D8,1F,C8,7E,64,EC,0F
D5,D9,1F,C8,7E,64,E8,0F
82,75,4C,01,00,0A,00,0A
6A,DA,1F,C8,7E,64,F8,0F
A7,DB,1F,C8,7E,64,F8,0F
ED,DC,1F,C8,7E,64,F6,0F
82,78,82,01,00,00,00,00
AA,DD,1F,C8,7E,64,F8,0F
82,79,82,01,00,00,D0,01
C3,BE,DF,7E,FD,ED,27,3D
3A,DE,1F,C8,7E,64,00,10
8D,DF,1F,C8,7E,64,04,10
E5,D0,1F,C8,7E,64,04,10
CD,D1,1F,C8,7E,64,F4,0F
82,7C,7D,01,7E,64,F4,0F
19,D2,1F,C8,7E,64,F0,0F
82,7D,7D,01,F0,C3,80,89
5E,D3,1F,C8,7E,64,EC,0F
04,B3,DF,7E,FC,ED,27,3D
3E,B4,DF,7E,FC,ED,27,3D
82,7F,00,00,7E,64,DC,0F
FD,D4,1F,C8,7E,64,DC,0F
11,B6,DF,7E,FC,F1,27,3D
F9,D6,1F,08,7F,64,C2,0F
43,D7,1F,48,7F,64,B8,0F
6D,B7,1F,7F,FC,F5,27,3D
20,B8,1F,7F,FC,F5,27,3D
61,D8,1F,48,7F,64,B8,0F
47,D9,1F,48,7F,64,B6,0F
E9,B9,5F,7F,FC,F5,27,3D
20,DA,1F,48,7F,64,B2,0F
EF,BA,5F,7F,FC,F5,27,3D
81,BB,5F,7F,FC,F5,27,3D
45,DB,1F,48,7F,64,AE,0F
1C,DC,1F,88,7F,64,AE,0F
8F,BC,5F,7F,FC,F9,27,3D
82,77,02,01,01,00,00,00
59,DD,1F,88,7F,64,C2,0F
7F,BD,5F,7F,FC,F9,27,3D
E4,BE,9F,7F,FC,F1,27,3D
B5,DE,1F,08,7F,64,C4,0F
D8,DF,1F,08,7F,64,B6,0F
3A,BF,9F,7F,FC,F1,27,3D
E3,B0,5F,7F,FC,F9,27,3D
EE,D0,1F,88,7F,64,B0,0F
82,7B,FD,01,00,00,00,FF
B0,D1,1F,88,7F,64,B6,0F
6B,B1,5F,7F,FC,F9,27,3D
1F,B2,5F,7F,FC,F9,27,3D
D2,D2,1F,88,7F,64,CE,0F
F3,D3,1F,08,7F,64,D0,0F
23,B3,9F,7F,FD,F1,27,3D
82,7E,39,01,07,10,01,97
19,B4,9F,7F,FD,F1,27,3D
43,D4,1F,08,7F,64,D2,0F
50,B5,1F,7F,FD,F1,27,3D
7D,D5,1F,08,7F,64,DC,0F
C3,B6,1F,7F,FD,F1,27,3D
51,D6,1F,08,7F,64,DE,0F
44,D7,1F,08,7F,64,DE,0F
4A,B7,1F,7F,FD,F1,27,3D
18,C8,1F,7F,FD,F1,27,3D
21,D8,1F,08,7F,64,E2,0F
07,D9,1F,08,7F,64,EC,0F
C8,C9,1F,7F,FD,F1,27,3D
CE,CA,1F,7F,FD,F1,27,3D
7C,DA,1F,08,7F,64,EA,0F
DD,DB,1F,08,7F,64,E0,0F
A0,CB,1F,7F,FD,F1,27,3D
C3,DC,1F,08,7F,64,E0,0F
1F,CC,1F,7F,FD,F1,27,3D
64,CE,1F,7F,FD,F1,27,3D
39,DE,1F,08,7F,64,DE,0F
82,79,FC,01,FF,00,00,02
BA,CF,1F,7F,FD,F1,27,3D
C6,DF,1F,08,7F,64,D6,0F
73,C0,1F,7F,FD,F1,27,3D
99,D0,1F,08,7F,64,E2,0F
82,7B,00,01,00,01,FE,3F
FB,C1,1F,7F,FD,F1,27,3D
DB,D1,1F,08,7F,64,E6,0F
8F,C2,1F,7F,FD,F1,27,3D
5B,D2,1F,08,7F,64,EC,0F
CE,D3,1F,C8,7E,64,F4,0F
C9,C3,1F,7F,FD,ED,27,3D
F3,C4,1F,7F,FD,ED,27,3D
7E,D4,1F,C8,7E,64,F6,0F
82,7F,40,01,00,00,00,00
88,C5,1F,7F,FD,ED,27,3D
14,D5,1F,C8,7E,64,F6,0F
82,70,40,01,00,00,00,00
04,B6,1F,7F,FD,ED,27,3D
70,D6,1F,C8,7E,64,F8,0F
B2,D7,1F,C8,7E,64,DC,0F
8D,B7,1F,7F,FD,ED,27,3D
A2,D8,1F,08,7F,64,C8,0F
AA,B8,1F,7F,FC,F1,27,3D
82,73,BF,01,00,00,00,00
7A,B9,1F,7F,FC,F1,27,3D
F4,D9,1F,08,7F,64,CE,0F
82,74,BF,01,00,00,00,00
63,CA,1F,7F,FC,F1,27,3D
F6,DA,FF,07,7F,64,D6,0F
0D,CB,1F,7F,FC,F1,27,3D
27,DB,FF,07,7F,64,D4,0F
82,76,00,00,36,69,7E,FE
B2,CC,1F,7F,FC,F1,27,3D
8D,DC,FF,07,7F,64,CA,0F
42,CD,1F,7F,FC,F1,27,3D
4F,DD,1F,08,7F,64,C8,0F
82,77,00,01,7F,64,C8,0F
C9,CE,1F,7F,FC,F1,27,3D
E1,DE,1F,08,7F,64,CA,0F
82,78,00,01,F0,C3,80,89
BF,DF,FF,07,7F,64,C8,0F
17,CF,1F,7F,FC,F1,27,3D
DE,C0,1F,7F,FC,F1,27,3D
D7,D0,FF,07,7F,64,C8,0F
82,7A,00,00,DC,24,00,00
4F,C1,5F,7F,FC,F1,27,3D
B1,D1,FF,07,7F,64,CA,0F
82,7B,82,01,00,00,00,00
5D,D2,FF,07,7F,64,CA,0F
3B,C2,5F,7F,FC,F1,27,3D
BA,C3,5F,7F,FC,F1,27,3D
AE,D3,FF,07,7F,64,C8,0F
82,7D,00,00,00,00,D5,00
02,D4,FF,07,7F,64,C8,0F
99,C4,1F,7F,FC,F1,27,3D
E4,D5,FF,07,7F,64,D2,0F
E2,C5,1F,7F,FC,F1,27,3D
82,7F,7D,01,00,00,00,00
DC,C6,1F,7F,FD,F1,27,3D
EC,D6,FF,07,7F,64,D6,0F
82,70,7D,01,00,00,00,00
55,C7,1F,7F,FD,F1,27,3D
B1,D7,FF,07,7F,64,DA,0F
82,71,00,00,82,11,00,00
05,D8,1F,08,7F,64,E4,0F
82,72,00,00,E6,00,02,00
AF,D9,1F,08,7F,64,F0,0F
44,DA,1F,08,7F,64,EE,0F
89,DB,1F,08,7F,64,EE,0F
07,DC,1F,08,7F,64,F6,0F
EF,CD,1F,7F,FD,F1,27,3D
78,DD,1F,08,7F,64,FC,0F
F2,DE,1F,08,7F,64,F8,0F
F1,DF,1F,08,7F,64,E2,0F
82,79,83,01,8D,0F,74,7A
DE,D0,1F,08,7F,64,DE,0F
82,7A,83,01,FE,F7,07,00
8F,D1,1F,08,7F,64,E8,0F
56,C1,1F,7F,FC,F1,27,3D
37,D2,1F,08,7F,64,E6,0F
20,D4,1F,08,7F,64,E8,0F
34,C4,1F,7F,FD,F1,27,3D
82,7E,7C,01,00,00,00,00
56,D5,1F,08,7F,64,EA,0F
4F,C5,1F,7F,FD,F1,27,3D
66,D6,1F,08,7F,64,EA,0F
FF,D7,1F,08,7F,64,F0,0F
75,D8,1F,08,7F,64,EC,0F
82,72,00,01,00,00,5E,FF
6B,D9,1F,08,7F,64,E6,0F
0C,DA,1F,08,7F,64,E2,0F
86,DB,1F,08,7F,64,DE,0F
84,DC,1F,08,7F,64,DC,0F
82,76,41,01,00,01,FE,3F
CC,DD,1F,08,7F,64,E2,0F
8B,DE,FF,07,7F,64,E6,0F
50,DF,FF,07,7F,64,E8,0F
00,D0,FF,07,7F,64,EC,0F
82,7A,BE,01,00,00,00,00
B7,D1,1F,08,7F,64,EC,0F
82,7B,BE,01,00,00,00,00
0E,C3,1F,7F,FD,F1,27,3D
B4,D3,1F,08,7F,64,EC,0F
DC,D4,1F,08,7F,64,FA,0F
82,7E,38,01,00,00,00,00
92,D5,1F,08,7F,64,FC,0F
82,7F,38,01,00,08,FF,01
5E,D6,1F,08,7F,64,EE,0F
82,70,00,00,FD,F1,27,3D
82,71,00,00,36,69,7E,FE
AD,D8,1F,08,7F,64,F8,0F
C3,D9,1F,08,7F,64,FA,0F
82,72,C0,01,7F,64,FA,0F
EC,DA,1F,08,7F,64,F2,0F
82,73,C0,01,F0,C3,80,89
05,DB,1F,08,7F,64,F4,0F
6B,DC,1F,08,7F,64,FC,0F
62,DD,1F,08,7F,64,00,10
82,76,3F,01,00,00,00,00
D6,DE,1F,08,7F,64,FE,0F
82,77,3F,01,00,00,DA,01
5F,DF,1F,08,7F,64,00,10
5B,D0,1F,08,7F,64,0A,10
82,79,00,00,D4,FE,DA,01
AD,D1,1F,08,7F,64,10,10
9F,D2,1F,08,7F,64,FA,0F
38,D3,1F,08,7F,64,F6,0F
71,C3,DF,7E,FD,F1,27,3D
82,7C,00,00,82,07,00,00
E6,C4,DF,7E,FC,F1,27,3D
F8,D4,1F,08,7F,64,FC,0F
AA,D5,1F,08,7F,64,F8,0F
82,7E,00,00,00,40,80,00
F6,D6,1F,08,7F,64,F2,0F
8F,D7,1F,08,7F,64,F8,0F
F8,C7,1F,7F,FC,F1,27,3D
89,D8,1F,08,7F,64,FE,0F
E1,D9,1F,08,7F,64,02,10
1F,DB,1F,08,7F,64,08,10
82,74,FF,01,0F,00,7A,3F
8D,DC,1F,08,7F,64,12,10
82,75,FF,01,8C,0F,74,7A
82,DD,1F,08,7F,64,10,10
98,DE,1F,08,7F,64,0C,10
BF,DF,1F,08,7F,64,10,10
C4,D0,1F,08,7F,64,22,10
54,D1,1F,C8,7E,64,22,10
3C,C1,1F,7F,FD,ED,27,3D
48,C2,1F,7F,FD,ED,27,3D
FF,D2,1F,C8,7E,64,1E,10
3B,D3,1F,C8,7E,64,28,10
B6,C3,DF,7E,FD,ED,27,3D
8C,C4,DF,7E,FD,ED,27,3D
07,D4,1F,C8,7E,64,30,10
F7,C5,DF,7E,FD,ED,27,3D
E1,D5,1F,C8,7E,64,2A,10
82,7E,80,01,FF,00,00,02
64,C6,DF,7E,FD,ED,27,3D
FA,D6,1F,C8,7E,64,1C,10
82,7F,80,01,FF,00,00,02
CB,D7,1F,C8,7E,64,1A,10
ED,C7,DF,7E,FD,ED,27,3D
A0,C8,DF,7E,FD,ED,27,3D
D1,D8,1F,C8,7E,64,1E,10
82,71,7F,01,00,00,00,00
70,C9,DF,7E,FD,ED,27,3D
D3,D9,1F,C8,7E,64,16,10
B1,CA,DF,7E,FD,F1,27,3D
9A,DA,1F,08,7F,64,04,10
51,DB,1F,08,7F,64,FA,0F
72,CB,DF,7E,FC,F1,27,3D
71,DC,1F,08,7F,64,00,10
82,75,37,01,00,00,00,00
82,76,37,01,00,00,00,00
E8,DE,1F,08,7F,64,04,10
17,DF,1F,08,7F,64,0C,10
63,D0,1F,08,7F,64,0E,10
19,D1,1F,08,7F,64,0E,10
AE,D3,1F,08,7F,64,10,10
82,7B,00,00,7F,64,10,10
1E,D4,1F,08,7F,64,12,10
82,7C,00,00,FD,F1,27,3D
94,D5,1F,08,7F,64,02,10
71,C6,1F,7F,FC,F1,27,3D
A2,D6,1F,08,7F,64,FC,0F
82,7E,7C,01,01,CD,02,00
93,D7,1F,08,7F,64,FA,0F
B5,C8,1F,7F,FC,F1,27,3D
F9,D8,1F,08,7F,64,F6,0F
B3,D9,1F,08,7F,64,F2,0F
65,C9,1F,7F,FC,F1,27,3D
82,71,31,01,00,00,DE,00
80,DA,1F,08,7F,64,F8,0F
6F,DB,1F,08,7F,64,00,10
77,DC,1F,08,7F,64,FE,0F
64,DD,1F,08,7F,64,FE,0F
82,76,00,00,70,FE,DE,01
67,DF,1F,08,7F,64,04,10
82,77,00,01,02,00,00,30
2B,D0,1F,08,7F,64,02,10
93,D1,1F,08,7F,64,EA,0F
22,C2,1F,7F,FC,F1,27,3D
54,D2,1F,08,7F,64,DC,0F
82,7A,00,00,00,00,00,FF
83,D3,1F,08,7F,64,D8,0F
A3,C3,1F,7F,FC,F1,27,3D
0A,C4,5F,7F,FC,F5,27,3D
AF,D4,FF,47,7F,64,D0,0F
B5,D5,FF,47,7F,64,D8,0F
71,C5,5F,7F,FC,F5,27,3D
82,7D,00,00,07,10,01,97
E2,C6,5F,7F,FC,F5,27,3D
A1,D6,FF,47,7F,64,DE,0F
A8,D7,FF,47,7F,64,DC,0F
6B,C7,5F,7F,FC,F5,27,3D
82,7F,33,01,00,00,00,00
26,C8,5F,7F,FC,F5,27,3D
B2,D8,FF,47,7F,64,D8,0F
82,70,33,01,00,00,00,00
87,D9,FF,47,7F,64,E4,0F
F6,C9,5F,7F,FC,F5,27,3D
F0,CA,5F,7F,FC,F5,27,3D
6C,DA,FF,47,7F,64,FA,0F
A4,DB,FF,07,7F,64,FE,0F
B9,CB,5F,7F,FD,F1,27,3D
F2,DC,FF,07,7F,64,F2,0F
