b0,b1,b2,b3,b4,b5,b6,b7
7C,D1,1F,CA,77,64,00,00
19,DA,1F,CA,77,64,3A,01
D4,DB,1F,CA,77,64,3A,01
95,DC,1F,CA,77,64,C0,01
86,DD,1F,CA,77,64,C0,01
F0,DE,1F,CA,77,64,D6,01
7F,DF,1F,CA,77,64,D6,01
F8,D0,1F,CA,77,64,F6,01
B5,D2,1F,CA,77,64,14,02
55,D3,1F,CA,77,64,24,02
F9,D4,1F,CA,77,64,24,02
3B,D5,1F,CA,77,64,38,02
0B,D6,1F,CA,77,64,38,02
B4,D7,1F,CA,77,64,46,02
E6,D8,1F,CA,77,64,4E,02
94,D9,1F,CA,77,64,4E,02
CB,DA,1F,CA,77,64,4E,02
E3,DB,1F,4A,77,64,66,02
83,DC,BF,89,77,64,6C,02
63,DD,BF,49,77,64,72,02
E9,DE,BF,49,77,64,76,02
0A,DF,BF,49,77,64,7C,02
69,D0,BF,49,77,64,88,02
BB,D1,BF,49,77,64,94,02
7C,D2,BF,49,77,64,A2,02
C7,D3,BF,49,77,64,AC,02
DF,D4,BF,49,77,64,B2,02
FD,D5,BF,49,77,64,BE,02
17,D6,BF,49,77,64,C8,02
8E,D7,BF,49,77,64,D2,02
8C,D8,BF,C9,80,64,E0,02
AA,D9,BF,C9,80,64,EE,02
E2,DA,9F,C9,80,64,F4,02
CD,DB,9F,C9,80,64,00,03
F7,DC,9F,C9,80,64,06,03
AC,DD,9F,C9,80,64,0A,03
3A,DE,9F,C9,80,64,0C,03
1D,DF,9F,C9,80,64,10,03
69,D0,9F,C9,80,64,12,03
37,D1,9F,C9,80,64,14,03
93,D2,9F,C9,80,64,18,03
44,D3,9F,C9,80,64,1C,03
F4,D4,9F,C9,80,64,1E,03
4D,D5,7F,C9,80,64,24,03
35,D6,7F,C9,80,64,28,03
3C,D7,7F,C9,80,64,2A,03
3A,D8,7F,C9,80,64,2C,03
CF,DA,7F,C9,80,64,38,03
3A,DB,7F,C9,80,64,3C,03
38,DC,7F,C9,80,64,3E,03
2B,DD,7F,C9,80,64,3E,03
33,DE,7F,C9,80,64,40,03
98,DF,7F,C9,80,64,46,03
3F,D0,5F,C9,80,64,48,03
59,D1,5F,C9,80,64,4A,03
8D,D2,5F,C9,80,64,4E,03
D6,D3,5F,C9,80,64,50,03
66,D4,5F,C9,80,64,52,03
28,D5,5F,C9,80,64,54,03
18,D6,5F,C9,80,64,54,03
11,D7,5F,C9,80,64,56,03
33,D8,5F,C9,80,64,56,03
15,D9,5F,C9,80,64,58,03
56,DA,5F,C9,80,64,5A,03
9B,DB,5F,C9,80,64,5A,03
BD,DC,5F,C9,80,64,5E,03
F5,DD,5F,C9,80,64,60,03
AC,DE,5F,C9,80,64,84,03
05,DF,5F,C9,80,64,E0,03
E2,D0,5F,C9,80,64,4A,04
B3,D1,5F,C9,80,64,7C,04
B6,D2,5F,C9,80,64,FA,04
38,D3,5F,C9,80,64,24,05
FB,D4,3F,C9,80,64,66,05
D2,D5,3F,C9,80,64,9E,05
6C,D6,3F,C9,80,64,E6,05
03,D7,3F,C9,80,64,8E,06
DB,D8,3F,C9,80,64,BC,07
3A,D9,3F,C9,80,64,98,08
F8,DA,3F,C9,80,64,D2,08
24,DB,3F,C9,80,64,04,09
5B,DC,3F,C9,80,64,5C,09
0B,DD,3F,C9,80,64,A4,09
93,DE,3F,C9,80,64,06,0A
2D,DF,3F,C9,80,64,94,0A
FF,D1,3F,C9,80,64,C0,0B
E1,D2,3F,C9,80,64,30,0C
AF,D3,3F,C9,80,64,BA,0C
BE,D4,1F,C9,80,64,DE,0C
E1,D5,1F,C9,80,64,0E,0D
48,D6,FF,C8,80,64,54,0D
26,D7,FF,C8,80,64,A8,0D
41,D8,FF,C8,80,64,F6,0D
0C,D9,DF,C8,80,64,2C,0E
B6,DA,DF,88,80,64,38,0E
33,DB,DF,88,89,64,58,0E
61,DC,DF,88,89,64,90,0E
63,DD,DF,88,89,64,C0,0E
04,DE,DF,88,89,64,00,0F
CC,DF,DF,88,89,64,3C,0F
CB,D0,BF,88,89,64,7E,0F
DD,D1,BF,88,89,64,74,0F
85,D2,BF,88,89,64,6A,0F
76,D3,BF,88,89,64,68,0F
D5,D4,BF,88,89,64,58,0F
67,D5,BF,88,89,64,4C,0F
75,D7,BF,88,89,64,FE,0E
3B,D8,BF,88,89,64,F4,0E
56,D9,DF,88,89,64,38,0F
50,DA,DF,88,89,64,64,0F
4E,DB,DF,88,89,64,84,0F
87,DC,DF,88,89,64,A0,0F
76,DD,DF,88,89,64,D2,0F
4E,DE,DF,48,89,64,0A,10
AE,DF,BF,48,89,64,48,10
57,D0,DF,48,89,64,7A,10
F4,D1,DF,C8,85,64,C2,10
4A,D2,FF,C8,85,64,00,11
BB,D3,FF,48,84,64,44,11
47,D4,FF,48,84,64,8E,11
DD,D5,1F,89,83,64,D6,11
3A,D6,1F,89,83,64,F2,11
5D,D7,3F,09,83,64,1C,12
E1,D8,5F,09,83,64,1E,12
5D,D9,5F,C9,82,64,18,12
02,DA,5F,C9,82,64,18,12
00,DB,7F,C9,82,64,16,12
92,DC,7F,C9,82,64,0C,12
50,DD,7F,09,83,64,FE,11
C6,DE,7F,09,83,64,F8,11
8D,DF,7F,09,83,64,EE,11
F9,D0,7F,09,83,64,EC,11
34,D1,7F,09,83,64,04,12
70,D2,7F,09,83,64,18,12
A7,D3,7F,89,82,64,38,12
41,D4,7F,89,82,64,56,12
00,D5,7F,89,81,64,74,12
6B,D6,9F,89,81,64,90,12
CA,D7,9F,C9,80,64,96,12
FB,D8,9F,C9,80,64,A4,12
51,D9,9F,C9,80,64,B0,12
BE,DA,BF,09,80,64,BA,12
E1,DB,BF,09,80,64,C0,12
32,DC,BF,C9,7F,64,C4,12
05,DD,BF,C9,7F,64,C2,12
24,DF,BF,C9,7F,64,C0,12
FA,D0,BF,C9,7F,64,BC,12
EC,D1,BF,C9,7F,64,B6,12
F5,D2,BF,09,80,64,B6,12
3E,D3,BF,09,80,64,B0,12
56,D4,BF,09,80,64,A6,12
0B,D5,BF,09,80,64,92,12
9C,D6,BF,C9,80,64,82,12
AD,D7,BF,C9,80,64,84,12
3A,D8,BF,09,81,64,7E,12
48,D9,BF,09,81,64,7E,12
4D,DA,BF,49,81,64,80,12
E7,DB,BF,49,81,64,7E,12
82,DC,BF,49,81,64,82,12
55,DD,BF,49,81,64,94,12
40,DE,BF,C9,80,64,9C,12
F8,DF,BF,C9,80,64,A8,12
5E,D0,BF,49,80,64,B6,12
F2,D1,DF,49,80,64,B8,12
EE,D2,DF,C9,7F,64,BC,12
E3,D3,DF,C9,7F,64,CE,12
F1,D4,DF,49,7F,64,D8,12
9B,D5,DF,49,7F,64,D8,12
F5,D6,DF,09,7F,64,E2,12
B4,D7,DF,09,7F,64,EC,12
D4,D8,DF,C9,7E,64,F0,12
0E,D9,DF,C9,7E,64,EC,12
4D,DA,DF,C9,7E,64,EE,12
58,DB,DF,C9,7E,64,FA,12
96,DC,DF,49,7E,64,02,13
87,DD,DF,49,7E,64,E6,12
5C,DE,DF,C9,7E,64,D4,12
54,DF,FF,C9,7E,64,D6,12
19,D0,DF,09,7F,64,D8,12
A7,D1,DF,09,7F,64,CE,12
3E,D2,DF,49,7F,64,C2,12
BF,D3,DF,49,7F,64,AA,12
C7,D4,DF,09,80,64,94,12
B3,D6,DF,49,80,64,A6,12
CA,D7,DF,49,80,64,AC,12
7D,D8,DF,09,80,64,B0,12
13,D9,DF,09,80,64,B2,12
5B,DA,DF,C9,7F,64,C0,12
DE,DB,DF,C9,7F,64,CC,12
A6,DC,DF,49,7F,64,CE,12
71,DD,DF,49,7F,64,D8,12
22,DE,FF,09,7F,64,E4,12
CE,DF,FF,09,7F,64,DE,12
9E,D0,FF,09,7F,64,DA,12
04,D1,FF,09,7F,64,CA,12
0F,D2,FF,49,7F,64,BC,12
1C,D3,FF,49,7F,64,AE,12
77,D4,FF,09,80,64,A2,12
7E,D5,FF,09,80,64,98,12
D4,D6,FF,89,80,64,88,12
DD,D7,FF,89,80,64,8A,12
C2,D8,FF,C9,80,64,8A,12
20,D9,FF,C9,80,64,92,12
66,DA,FF,89,80,64,94,12
C5,DD,FF,89,80,64,AE,12
F1,DE,FF,09,80,64,BC,12
2A,DF,FF,09,80,64,B2,12
1F,D0,FF,C9,7F,64,AE,12
33,D1,FF,C9,7F,64,C2,12
1E,D2,FF,89,7F,64,D0,12
59,D3,FF,89,7F,64,CC,12
96,D4,FF,49,7F,64,CA,12
54,D5,FF,49,7F,64,D6,12
6E,D6,FF,09,7F,64,E2,12
50,D7,FF,09,7F,64,D4,12
FE,D8,FF,09,7F,64,CE,12
AC,D9,1F,0A,7F,64,C4,12
6B,DA,1F,8A,7F,64,B6,12
2A,DB,1F,8A,7F,64,AC,12
A8,DC,1F,0A,80,64,A2,12
8C,DD,1F,0A,80,64,96,12
84,DE,FF,89,80,64,8C,12
7B,DF,FF,89,80,64,84,12
01,D0,FF,C9,80,64,76,12
43,D1,FF,C9,80,64,72,12
59,D2,FF,09,81,64,70,12
A4,D3,FF,49,81,64,82,12
B6,D4,FF,89,80,64,8C,12
55,D5,FF,C9,80,64,92,12
57,D6,FF,49,80,64,9E,12
8D,D7,1F,4A,80,64,B4,12
AB,D8,1F,4A,7F,64,C8,12
49,D9,1F,4A,7F,64,D0,12
AD,DA,1F,CA,7E,64,DA,12
58,DB,1F,CA,7E,64,DE,12
3C,DC,1F,8A,7E,64,E2,12
68,DD,1F,8A,7E,64,DE,12
ED,DE,1F,4A,7E,64,D6,12
8D,DF,1F,8A,7E,64,CA,12
85,D0,3F,CA,7E,64,BE,12
B7,D1,3F,CA,7E,64,B2,12
D3,D2,1F,4A,7F,64,A4,12
05,D4,1F,CA,7F,64,84,12
5C,D5,1F,CA,7F,64,74,12
57,D6,1F,8A,80,64,6A,12
66,D7,1F,8A,80,64,6C,12
09,D8,1F,CA,80,64,64,12
67,D9,1F,CA,80,64,66,12
DD,DA,1F,8A,80,64,72,12
60,DB,1F,8A,80,64,7A,12
47,DC,1F,0A,80,64,82,12
A8,DD,1F,0A,80,64,90,12
86,DE,1F,8A,7F,64,9E,12
6A,DF,1F,8A,7F,64,A4,12
2C,D0,1F,0A,7F,64,AA,12
92,D1,1F,0A,7F,64,BC,12
57,D2,1F,8A,7E,64,CC,12
97,D3,3F,8A,7E,64,D2,12
15,D4,3F,0A,7E,64,DC,12
13,D5,3F,0A,7E,64,D6,12
84,D6,3F,CA,7D,64,D2,12
8D,D7,3F,CA,7D,64,D0,12
98,D8,3F,0A,7E,64,CC,12
A2,D9,3F,0A,7E,64,C0,12
1A,DA,3F,4A,7E,64,B6,12
63,DB,3F,4A,7E,64,A8,12
78,DC,3F,CA,7E,64,90,12
A4,DD,3F,CA,7E,64,72,12
F5,DE,3F,0A,80,64,5C,12
2E,DF,3F,0A,80,64,52,12
9F,D0,1F,8A,80,64,56,12
B1,D1,1F,8A,80,64,58,12
52,D2,1F,4A,80,64,54,12
D1,D3,1F,4A,80,64,5E,12
4F,D4,1F,0A,80,64,6E,12
86,D5,1F,0A,80,64,86,12
25,D6,1F,CA,7E,64,A0,12
98,D7,1F,CA,7E,64,BC,12
C6,D8,3F,8A,7D,64,DE,12
0F,D9,3F,8A,7D,64,F0,12
3F,DC,3F,CA,7B,64,16,13
A0,DD,3F,CA,7B,64,0C,13
72,DE,5F,4A,7C,64,F4,12
7E,DF,5F,4A,7C,64,DE,12
78,D0,5F,0A,7E,64,BA,12
27,D1,3F,0A,7E,64,96,12
9F,D2,3F,4A,7F,64,80,12
D3,D3,3F,4A,7F,64,68,12
03,D4,3F,0A,80,64,4A,12
E7,D5,3F,0A,80,64,32,12
A6,D6,1F,8A,80,64,2A,12
97,D7,1F,8A,80,64,2C,12
9C,D8,1F,4A,80,64,44,12
7E,D9,1F,4A,80,64,5C,12
4B,DA,1F,8A,7F,64,74,12
C5,DB,1F,8A,7F,64,8C,12
A4,DC,1F,CA,7E,64,AC,12
32,DD,3F,CA,7E,64,CC,12
E3,DE,3F,CA,7D,64,E2,12
90,DF,3F,CA,7D,64,F0,12
9E,D0,3F,4A,7D,64,F2,12
1A,D2,5F,4A,7D,64,EA,12
C2,D3,5F,4A,7D,64,DE,12
E8,D4,5F,CA,7D,64,CC,12
DA,D5,3F,CA,7D,64,BA,12
90,D6,3F,4A,7E,64,AE,12
8A,D7,3F,4A,7E,64,9E,12
2E,D8,3F,CA,7E,64,8C,12
73,D9,3F,CA,7E,64,7E,12
97,DA,3F,4A,7F,64,74,12
CA,DB,3F,4A,7F,64,6C,12
AB,DC,3F,8A,7F,64,68,12
B8,DD,3F,8A,7F,64,68,12
E5,DE,3F,4A,7F,64,74,12
3E,DF,3F,4A,7F,64,7A,12
4F,D0,3F,0A,7F,64,7C,12
52,D1,3F,0A,7F,64,82,12
90,D2,3F,CA,7E,64,94,12
70,D3,3F,CA,7E,64,A4,12
33,D4,3F,0A,7E,64,B8,12
CB,D5,3F,0A,7E,64,C2,12
3D,D6,3F,0A,7E,64,B6,12
7C,D7,3F,0A,7E,64,B8,12
83,D8,3F,4A,7E,64,A8,12
92,D9,3F,4A,7E,64,92,12
30,DA,3F,CA,7E,64,7C,12
39,DB,3F,CA,7E,64,6A,12
D4,DC,3F,8A,7F,64,50,12
FD,DD,3F,8A,7F,64,36,12
48,DE,1F,0A,80,64,38,12
FF,DF,1F,0A,80,64,3C,12
05,D0,1F,0A,80,64,46,12
FA,D1,1F,CA,7F,64,4E,12
CE,D2,1F,CA,7F,64,5A,12
70,D3,1F,4A,7F,64,6C,12
04,D4,1F,4A,7F,64,78,12
FA,D5,1F,CA,7E,64,80,12
82,D6,1F,CA,7E,64,8C,12
F5,D7,3F,8A,7E,64,9A,12
8B,D9,3F,CA,7D,64,BC,12
EC,DA,3F,CA,7D,64,B8,12
AF,DB,3F,CA,7D,64,C0,12
4D,DC,3F,CA,7D,64,D2,12
24,DD,3F,4A,7D,64,D2,12
F8,DE,3F,4A,7D,64,BA,12
ED,DF,3F,CA,7D,64,AA,12
CD,D0,3F,CA,7D,64,A6,12
10,D1,3F,0A,7E,64,A2,12
CB,D2,3F,0A,7E,64,96,12
DD,D3,3F,4A,7E,64,80,12
66,D4,3F,4A,7E,64,76,12
6A,D5,3F,CA,7E,64,74,12
CA,D6,3F,CA,7E,64,6C,12
1E,D7,3F,0A,7F,64,5A,12
88,D8,3F,0A,7F,64,44,12
62,D9,3F,8A,7F,64,36,12
F2,DA,1F,8A,7F,64,38,12
3F,DB,1F,8A,7F,64,38,12
C3,DC,1F,8A,7F,64,4A,12
07,DD,1F,4A,7F,64,52,12
8D,DE,1F,4A,7F,64,56,12
30,DF,1F,0A,7F,64,66,12
58,D0,1F,0A,7F,64,66,12
EC,D1,1F,CA,7E,64,60,12
63,D2,1F,CA,7E,64,5A,12
32,D3,1F,0A,7F,64,54,12
36,D4,1F,0A,7F,64,48,12
E0,D5,1F,8A,7F,64,3C,12
E7,D6,1F,4A,7F,64,34,12
25,D7,1F,8A,7F,64,2C,12
4F,D8,1F,8A,7F,64,20,12
FA,D9,1F,0A,80,64,10,12
35,DA,1F,0A,80,64,08,12
B0,DB,1F,0A,80,64,04,12
F9,DC,1F,0A,80,64,FC,11
85,DD,1F,0A,80,64,00,12
13,DE,1F,0A,80,64,06,12
DD,DF,1F,CA,7F,64,18,12
8A,D1,1F,CA,7F,64,46,12
90,D2,1F,4A,7F,64,5C,12
38,D3,1F,4A,7F,64,60,12
9B,D4,1F,CA,7E,64,74,12
DE,D5,1F,CA,7E,64,86,12
D9,D6,1F,0A,7E,64,8E,12
FF,D7,1F,0A,7E,64,7E,12
D8,D8,1F,4A,7E,64,7A,12
E2,D9,1F,4A,7E,64,76,12
15,DA,1F,4A,7E,64,6A,12
C4,DB,1F,4A,7E,64,68,12
C9,DC,1F,8A,7E,64,66,12
7D,DD,1F,8A,7E,64,4A,12
FA,DE,1F,0A,7F,64,38,12
89,DF,1F,0A,7F,64,2A,12
AC,D0,1F,8A,7F,64,1E,12
2A,D1,1F,8A,7F,64,0C,12
94,D2,1F,CA,7F,64,F0,11
C0,D3,1F,CA,7F,64,DE,11
D0,D4,FF,49,80,64,DA,11
FD,D5,FF,49,80,64,E6,11
E5,D7,FF,09,80,64,E6,11
6F,D8,FF,09,80,64,FA,11
AA,D9,FF,09,80,64,12,12
75,DA,FF,89,7F,64,1E,12
B8,DB,FF,89,7F,64,1E,12
E1,DC,FF,89,7F,64,22,12
9E,DD,FF,89,7F,64,28,12
5C,DE,FF,89,7F,64,20,12
F8,DF,FF,89,7F,64,16,12
FC,D0,FF,89,7F,64,1C,12
DD,D1,FF,89,7F,64,22,12
52,D2,FF,89,7F,64,18,12
F5,D3,FF,89,7F,64,14,12
D5,D4,FF,89,7F,64,0E,12
EE,D5,FF,C9,7F,64,04,12
DD,D6,FF,C9,7F,64,F2,11
DD,D7,FF,09,80,64,E2,11
B8,D8,FF,09,80,64,DE,11
F2,D9,FF,09,80,64,DA,11
9A,DA,FF,09,80,64,EE,11
8F,DB,FF,09,80,64,FA,11
B5,DC,FF,09,80,64,FC,11
18,DD,FF,C9,7F,64,06,12
6E,DE,FF,C9,7F,64,10,12
E4,DF,FF,89,7F,64,14,12
8C,D0,FF,89,7F,64,14,12
A2,D1,FF,89,7F,64,1A,12
CD,D3,FF,89,7F,64,10,12
7D,D4,FF,89,7F,64,12,12
17,D5,FF,89,7F,64,12,12
C7,D6,FF,89,7F,64,02,12
0C,D7,FF,C9,7F,64,E4,11
21,D8,FF,C9,7F,64,D4,11
5C,D9,FF,C9,7F,64,E4,11
BC,DA,DF,C9,7F,64,E2,11
F2,DB,DF,C9,7F,64,C8,11
8B,DC,DF,09,80,64,B2,11
C8,DE,DF,09,80,64,C0,11
47,DF,DF,09,80,64,C0,11
BD,D0,DF,09,80,64,BA,11
03,D1,DF,09,80,64,AC,11
D7,D2,DF,09,80,64,A8,11
38,D3,DF,09,80,64,A8,11
F2,D4,DF,49,80,64,96,11
08,D5,DF,49,80,64,8E,11
A8,D6,DF,49,80,64,96,11
A1,D7,DF,49,80,64,94,11
2B,D8,DF,49,80,64,88,11
45,D9,DF,49,80,64,8A,11
DE,DA,DF,49,80,64,9C,11
13,DB,DF,49,80,64,9C,11
C9,DC,DF,49,80,64,8A,11
DA,DD,DF,49,80,64,8A,11
F8,DE,DF,49,80,64,92,11
C3,DF,DF,49,80,64,8C,11
D0,D0,DF,49,80,64,70,11
B2,D1,BF,C9,80,64,60,11
C4,D2,3F,89,81,64,64,11
EE,D3,1F,09,81,64,62,11
D8,D4,1F,C9,80,64,6A,11
1A,D5,1F,C9,80,64,76,11
C1,D6,1F,C9,80,64,92,11
8A,D7,1F,89,80,64,A8,11
48,D8,1F,89,80,64,B8,11
E0,D9,1F,89,80,64,CE,11
74,DA,1F,89,80,64,E8,11
49,DB,1F,49,80,64,00,12
AE,DC,1F,09,80,64,16,12
6A,DD,1F,09,80,64,32,12
BA,DE,1F,89,7F,64,4C,12
B6,DF,1F,89,7F,64,66,12
E3,D0,1F,89,7E,64,7E,12
DA,D1,1F,89,7E,64,86,12
F8,D2,1F,09,7E,64,98,12
2F,D3,1F,09,7E,64,9C,12
6A,D5,1F,C9,7D,64,9E,12
5A,D6,1F,C9,7D,64,9E,12
FB,D7,DF,08,7E,64,90,12
3C,D8,DF,48,7E,64,84,12
4B,D9,DF,08,7E,64,80,12
5D,DA,DF,88,7E,64,70,12
2B,DB,DF,88,7E,64,5E,12
C6,DC,DF,08,7F,64,58,12
E2,DD,DF,08,7F,64,6C,12
05,DE,BF,88,7E,64,6C,12
AE,DF,BF,88,7E,64,6A,12
26,D0,BF,88,7E,64,7A,12
FF,D1,BF,88,7E,64,92,12
A2,D2,BF,C8,7D,64,9C,12
F6,D3,BF,C8,7D,64,B2,12
22,D4,BF,48,7D,64,D0,12
7E,D5,DF,48,7D,64,CE,12
31,D6,DF,C8,7C,64,D2,12
13,D7,DF,C8,7C,64,E6,12
93,D8,DF,48,7C,64,F2,12
5A,D9,DF,48,7C,64,DC,12
0F,DA,DF,C8,7C,64,D4,12
D2,DC,BF,C8,7C,64,CE,12
DD,DD,BF,C8,7C,64,CC,12
E9,DE,BF,08,7D,64,C6,12
2E,DF,BF,08,7D,64,CA,12
94,D0,BF,C8,7C,64,CE,12
BA,D1,BF,C8,7C,64,C0,12
32,D2,BF,08,7D,64,B8,12
F9,D3,BF,08,7D,64,BE,12
6D,D4,BF,08,7D,64,BA,12
1B,D5,BF,08,7D,64,B8,12
A5,D6,BF,08,7D,64,C0,12
50,D7,BF,08,7D,64,D0,12
F4,D8,BF,C8,7C,64,DA,12
E5,D9,BF,C8,7C,64,E0,12
A3,DA,BF,88,7C,64,E6,12
B9,DB,BF,48,7C,64,FE,12
29,DC,BF,C8,7B,64,0C,13
4A,DD,BF,C8,7B,64,04,13
F8,DE,BF,C8,7B,64,04,13
62,DF,9F,C8,7B,64,FA,12
9F,D0,9F,08,7C,64,EA,12
EA,D1,9F,08,7C,64,DA,12
9C,D2,9F,88,7C,64,CA,12
6F,D3,9F,88,7C,64,C8,12
24,D4,9F,C8,7C,64,BE,12
76,D5,9F,C8,7C,64,BA,12
B0,D6,9F,08,7D,64,B8,12
45,D7,9F,08,7D,64,A8,12
49,D8,9F,48,7D,64,9A,12
3B,D9,9F,48,7D,64,9A,12
77,DA,9F,88,7D,64,94,12
2E,DB,7F,88,7D,64,92,12
A4,DC,9F,88,7D,64,94,12
6B,DD,7F,88,7D,64,9E,12
C5,DE,7F,48,7D,64,A0,12
4A,DF,7F,48,7D,64,A0,12
52,D0,7F,48,7D,64,A8,12
D4,D1,7F,48,7D,64,BA,12
FE,D3,7F,C8,7C,64,CA,12
B7,D4,7F,48,7C,64,E2,12
AD,D5,7F,48,7C,64,EA,12
30,D6,7F,08,7C,64,F2,12
01,D7,7F,08,7C,64,F4,12
AE,D8,9F,C8,7B,64,F8,12
4E,D9,9F,C8,7B,64,04,13
30,DA,9F,88,7B,64,06,13
4B,DB,9F,88,7B,64,FC,12
6D,DC,9F,88,7B,64,F8,12
36,DD,9F,88,7B,64,F4,12
45,DE,9F,C8,7B,64,E6,12
91,DF,9F,C8,7B,64,D8,12
4C,D0,7F,08,7C,64,D0,12
60,D1,7F,08,7C,64,BC,12
16,D2,7F,88,7C,64,AC,12
9A,D3,7F,88,7C,64,96,12
04,D4,7F,48,7D,64,82,12
F5,D5,7F,48,7D,64,6E,12
0B,D6,7F,08,7E,64,58,12
D1,D7,5F,08,7E,64,56,12
5E,D8,5F,48,7E,64,4E,12
F4,D9,5F,48,7E,64,5A,12
C8,DA,5F,48,7E,64,60,12
75,DB,5F,48,7E,64,68,12
59,DC,5F,C8,7D,64,70,12
41,DD,5F,C8,7D,64,84,12
4D,DE,5F,48,7D,64,92,12
8A,DF,5F,48,7D,64,9E,12
26,D0,5F,C8,7C,64,AC,12
4A,D1,5F,08,7D,64,BE,12
60,D2,5F,48,7C,64,D2,12
F0,D3,5F,48,7C,64,EA,12
6A,D4,7F,88,7B,64,FE,12
70,D5,7F,88,7B,64,F6,12
4F,D6,7F,48,7B,64,FA,12
46,D7,7F,48,7B,64,F8,12
A0,D8,7F,48,7B,64,EE,12
95,D9,7F,48,7B,64,D2,12
BE,DB,7F,08,7C,64,AE,12
C6,DC,7F,88,7C,64,AC,12
41,DD,5F,88,7C,64,9C,12
66,DE,5F,C8,7C,64,80,12
6F,DF,5F,08,7D,64,8A,12
3F,D0,5F,08,7D,64,8E,12
A5,D1,5F,08,7D,64,9E,12
91,D2,5F,88,7C,64,AE,12
F2,D3,5F,88,7C,64,B4,12
FE,D4,5F,08,7C,64,C2,12
B0,D5,5F,08,7C,64,C4,12
BD,D6,5F,C8,7B,64,C8,12
1C,D7,5F,C8,7B,64,D6,12
73,D8,5F,88,7B,64,DE,12
5A,D9,5F,88,7B,64,E0,12
5E,DA,5F,48,7B,64,E2,12
6B,DB,7F,48,7B,64,D8,12
05,DC,7F,48,7B,64,D0,12
EA,DD,7F,48,7B,64,C2,12
5B,DE,5F,C8,7B,64,B0,12
57,DF,5F,C8,7B,64,9A,12
AF,D0,5F,48,7C,64,8E,12
B9,D1,5F,48,7C,64,84,12
24,D2,5F,C8,7C,64,70,12
5B,D3,5F,C8,7C,64,68,12
6D,D4,5F,08,7D,64,60,12
07,D5,5F,08,7D,64,60,12
EE,D6,3F,08,7D,64,5E,12
DF,D7,3F,08,7D,64,58,12
AC,D8,3F,48,7D,64,52,12
D1,D9,3F,48,7D,64,62,12
9D,DA,3F,C8,7C,64,74,12
20,DB,3F,C8,7C,64,7C,12
08,DC,3F,88,7C,64,88,12
0C,DD,3F,88,7C,64,7E,12
D2,DE,3F,88,7C,64,74,12
5D,DF,3F,88,7C,64,74,12
B9,D0,3F,88,7C,64,6E,12
F4,D1,3F,88,7C,64,5A,12
7E,D2,3F,48,7D,64,40,12
3B,D3,3F,48,7D,64,3E,12
DD,D4,3F,48,7D,64,50,12
93,D5,3F,48,7D,64,56,12
F2,D6,3F,08,7D,64,5C,12
FB,D7,3F,08,7D,64,5E,12
50,D8,3F,C8,7C,64,64,12
E6,D9,3F,C8,7C,64,72,12
FB,DA,3F,48,7C,64,76,12
2A,DB,3F,48,7C,64,74,12
44,DC,3F,48,7C,64,7C,12
14,DD,3F,48,7C,64,84,12
87,DE,3F,08,7C,64,86,12
